ObjectID,Loc_name,Status,Score,Match_type,Match_addr,Xmin,Xmax,Ymin,Ymax,Addr_type,ARC_SingleLine,datum_a_čas_přestupku,místo_přestupku,typ_přestupku,adresa,X,Y
3001,ul_co_zn,M,100,A,Úvoz 7,0,0,0,0,Address,Úvoz 7,2014-02-06 22:30:00.000,"Úvoz 7, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Úvoz 7,16.5948751195968,49.194281896727
3002,ul_co_zn,M,100,A,Úvoz 7,0,0,0,0,Address,Úvoz 7,2014-02-06 22:59:00.000,"Úvoz 7, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Úvoz 7,16.5948751195968,49.194281896727
3003,ul_co_zn,M,100,A,Úvoz 7,0,0,0,0,Address,Úvoz 7,2014-02-06 23:41:00.000,"Úvoz 7, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Úvoz 7,16.5948751195968,49.194281896727
3004,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2014-02-07 01:31:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
3005,ul_co_zn,M,100,A,Libušina třída 11,0,0,0,0,Address,Libušina třída 11,2014-02-07 20:06:00.000,"Libušina třída 11, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 11,16.5457219329187,49.1950770683882
3006,ul_co_zn,M,100,A,Libušina třída 11,0,0,0,0,Address,Libušina třída 11,2014-02-07 20:21:00.000,"Libušina třída 11, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 11,16.5457219329187,49.1950770683882
3007,ul_co_zn,M,100,A,Libušina třída 11,0,0,0,0,Address,Libušina třída 11,2014-02-07 20:37:00.000,"Libušina třída 11, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 11,16.5457219329187,49.1950770683882
3008,ul_co_zn,M,100,A,Libušina třída 11,0,0,0,0,Address,Libušina třída 11,2014-02-07 20:50:00.000,"Libušina třída 11, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 11,16.5457219329187,49.1950770683882
3009,ul_co_zn,M,100,A,Libušina třída 11,0,0,0,0,Address,Libušina třída 11,2014-02-07 21:12:00.000,"Libušina třída 11, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 11,16.5457219329187,49.1950770683882
3010,ul_co_zn,M,100,A,Libušina třída 11,0,0,0,0,Address,Libušina třída 11,2014-02-07 21:28:00.000,"Libušina třída 11, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 11,16.5457219329187,49.1950770683882
3011,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2014-02-08 01:47:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
3012,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2014-02-08 08:15:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
3013,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 08:38:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3014,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2014-02-08 08:40:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
3015,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 08:48:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3016,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 09:04:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3017,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2014-02-08 09:09:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
3018,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 09:16:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3019,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 09:29:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3020,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2014-02-08 09:33:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
3021,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2014-02-08 09:55:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
3022,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 10:34:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3023,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 11:07:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3024,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 11:40:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3025,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 12:09:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3026,ul_co_zn,M,100,A,Charbulova 106,0,0,0,0,Address,Charbulova 106,2014-02-08 12:12:00.000,"Charbulova 106, Brno-Černovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Charbulova 106,16.6365524523962,49.1825721519927
3027,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 12:30:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3028,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-08 12:46:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3029,ul_co_zn,M,100,A,Charbulova 106,0,0,0,0,Address,Charbulova 106,2014-02-08 13:18:00.000,"Charbulova 106, Brno-Černovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Charbulova 106,16.6365524523962,49.1825721519927
3030,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2014-02-08 17:12:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
3031,ul_co_zn,M,100,A,Provazníkova 34,0,0,0,0,Address,Provazníkova 34,2014-02-08 20:59:00.000,"Provazníkova 34, Brno-Černá Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Provazníkova 34,16.6219348224838,49.2137868107968
3032,ul_co_zn,M,100,A,Provazníkova 34,0,0,0,0,Address,Provazníkova 34,2014-02-08 21:30:00.000,"Provazníkova 34, Brno-Černá Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Provazníkova 34,16.6219348224838,49.2137868107968
3033,ul_co_zn,M,100,A,Provazníkova 34,0,0,0,0,Address,Provazníkova 34,2014-02-08 22:02:00.000,"Provazníkova 34, Brno-Černá Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Provazníkova 34,16.6219348224838,49.2137868107968
3034,ul_co_zn,M,100,A,Plotní 43,0,0,0,0,Address,Plotní 43,2014-02-08 23:10:00.000,"Plotní 43, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Plotní 43,16.6189532420094,49.1844589181293
3035,ul_co_zn,M,100,A,Plotní 43,0,0,0,0,Address,Plotní 43,2014-02-08 23:44:00.000,"Plotní 43, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Plotní 43,16.6189532420094,49.1844589181293
3036,ul_co_zn,M,100,A,Plotní 43,0,0,0,0,Address,Plotní 43,2014-02-09 00:07:00.000,"Plotní 43, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Plotní 43,16.6189532420094,49.1844589181293
3037,ul_co_zn,M,100,A,Hlinky 100,0,0,0,0,Address,Hlinky 100,2014-02-09 05:07:00.000,"Hlinky 100, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 100,16.5815578643412,49.190376596334
3038,ul_co_zn,M,100,A,Hlinky 100,0,0,0,0,Address,Hlinky 100,2014-02-09 08:48:00.000,"Hlinky 100, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 100,16.5815578643412,49.190376596334
3039,ul_co_zn,M,100,A,Libušina třída 25,0,0,0,0,Address,Libušina třída 25,2014-02-09 08:56:00.000,"Libušina třída 25, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 25,16.534063227583,49.1886221374483
3040,ul_co_zn,M,100,A,Hlinky 100,0,0,0,0,Address,Hlinky 100,2014-02-09 09:10:00.000,"Hlinky 100, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 100,16.5815578643412,49.190376596334
3041,ul_co_zn,M,100,A,Hlinky 100,0,0,0,0,Address,Hlinky 100,2014-02-09 09:36:00.000,"Hlinky 100, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 100,16.5815578643412,49.190376596334
3042,ul_co_zn,M,100,A,Hlinky 100,0,0,0,0,Address,Hlinky 100,2014-02-09 09:49:00.000,"Hlinky 100, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 100,16.5815578643412,49.190376596334
3043,ul_co_zn,M,100,A,Lány 78,0,0,0,0,Address,Lány 78,2014-02-09 11:13:00.000,"Lány 78, Brno-Bohunice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Lány 78,16.5917161109366,49.1641314800274
3044,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-09 11:19:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3045,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-09 11:38:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3046,ul_co_zn,M,100,A,Lány 78,0,0,0,0,Address,Lány 78,2014-02-09 11:46:00.000,"Lány 78, Brno-Bohunice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Lány 78,16.5917161109366,49.1641314800274
3047,ul_co_zn,M,100,A,Lány 78,0,0,0,0,Address,Lány 78,2014-02-09 12:09:00.000,"Lány 78, Brno-Bohunice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Lány 78,16.5917161109366,49.1641314800274
3048,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-09 12:11:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3049,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-09 12:15:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3050,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2014-02-09 12:32:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
3051,ul_co_zn,M,100,A,Křižíkova 15,0,0,0,0,Address,Křižíkova 15,2014-02-09 14:39:00.000,"Křižíkova 15, Brno-Královo Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Křižíkova 15,16.6122958006941,49.2241161023893
3052,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2014-02-09 14:52:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
3053,ul_co_zn,M,100,A,Křižíkova 15,0,0,0,0,Address,Křižíkova 15,2014-02-09 15:05:00.000,"Křižíkova 15, Brno-Královo Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Křižíkova 15,16.6122958006941,49.2241161023893
3054,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2014-02-09 15:09:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
3055,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2014-02-09 15:41:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
3056,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2014-02-09 15:54:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
3057,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2014-02-09 16:33:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
3058,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2014-02-09 20:04:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
